sportradar_player_id,name,display_name,first_name,last_name,position,jersey,height,weight,birth_date,birth_place,experience,college,high_school,draft_year,draft_round,draft_pick,draft_team,status,rookie,years_pro,team_id,team_name,team_alias,team_market,updated,export_timestamp
586bc34d-f368-4d82-96b1-816d08fa2837,Jonathan Garvin,,Jonathan,Garvin,DL,96.0,76,257.0,1999-07-28,"Lake Worth, FL, USA",4,Miami (FL),Lake Worth (FL),2020.0,7.0,,"{'id': 'a20471b4-a8d9-40c7-95ad-90cc30e46932', 'name': 'Packers', 'market': 'Green Bay', 'alias': 'GB', 'sr_id': 'sr:competitor:4420'}",ACT,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262718
59271dc0-c95d-11ec-b1d2-d334745b4f4f,Sam Okuayinonu,,Sam,Okuayinonu,DL,91.0,73,269.0,1998-05-01,"Lowell, MA, USA",3,Maryland,Lowell (MA),,,,,ACT,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262722
5d64ba96-04f6-41ee-8620-ed251f16485c,Robert Beal Jr.,,Robert,Beal,DL,51.0,76,250.0,1999-08-18,"Duluth, GA, USA",3,Georgia,Peachtree Ridge (GA),2023.0,5.0,,"{'id': 'f0e724b0-4cbf-495a-be47-013907608da9', 'name': '49ers', 'market': 'San Francisco', 'alias': 'SF', 'sr_id': 'sr:competitor:4389'}",ACT,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262727
5dda70c3-9fba-4e08-b855-b7c175d9d281,Chase Lucas,,Chase,Lucas,CB,26.0,71,184.0,1997-03-04,"Chandler, AZ, USA",3,Arizona State,Chandler (AZ),2022.0,7.0,,"{'id': 'c5a59daa-53a7-4de0-851f-fb12be893e9e', 'name': 'Lions', 'market': 'Detroit', 'alias': 'DET', 'sr_id': 'sr:competitor:4419'}",ACT,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262731
5eb6ff1f-98c2-499b-9d11-37c3d1173993,Tatum Bethune,,Tatum,Bethune,LB,48.0,73,230.0,2001-02-19,"Miami, FL, USA",2,Florida State,Miami Central Senior (FL),2024.0,7.0,,"{'id': 'f0e724b0-4cbf-495a-be47-013907608da9', 'name': '49ers', 'market': 'San Francisco', 'alias': 'SF', 'sr_id': 'sr:competitor:4389'}",ACT,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262736
5ff63fe6-3b33-4f0d-bc51-d5e84d862b08,Fabian Moreau,,Fabian,Moreau,CB,43.0,72,200.0,1994-04-09,"Fort Lauderdale, FL, USA",8,UCLA,Western (FL),2017.0,3.0,,"{'id': '22052ff7-c065-42ee-bc8f-c4691c50e624', 'name': 'Commanders', 'market': 'Washington', 'alias': 'WAS', 'sr_id': 'sr:competitor:4432'}",ACT,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262740
617c4aee-a205-49de-8a16-655bb6f08143,Marques Sigle,,Marques,Sigle,SAF,36.0,71,199.0,2002-07-18,"Omaha, NE, USA",0,Kansas State,Omaha North (NE),2025.0,5.0,,"{'id': 'f0e724b0-4cbf-495a-be47-013907608da9', 'name': '49ers', 'market': 'San Francisco', 'alias': 'SF', 'sr_id': 'sr:competitor:4389'}",ACT,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262747
626586f3-5706-443e-a272-c6d9e6239784,Ji'Ayir Brown,,Ji'Ayir,Brown,SAF,27.0,71,202.0,2000-01-25,"Trenton, NJ, USA",3,Penn State,Trenton Central (NC),2023.0,3.0,,"{'id': 'f0e724b0-4cbf-495a-be47-013907608da9', 'name': '49ers', 'market': 'San Francisco', 'alias': 'SF', 'sr_id': 'sr:competitor:4389'}",ACT,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262752
64316351-72d7-45fa-9391-1c9dbcccd560,Nick Zakelj,,Nick,Zakelj,OL,63.0,78,316.0,1999-06-22,"Broadview Heights, OH, USA",4,Fordham,Brecksville-Broadview (OH),2022.0,6.0,,"{'id': 'f0e724b0-4cbf-495a-be47-013907608da9', 'name': '49ers', 'market': 'San Francisco', 'alias': 'SF', 'sr_id': 'sr:competitor:4389'}",ACT,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262756
658f1215-e84a-4170-aaea-a6e8bacc8ff5,Jake Brendel,,Jake,Brendel,OL,64.0,76,299.0,1992-09-10,"Madison, WI, USA",8,UCLA,Plano East (TX),,,,,ACT,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262762
6c50f131-80dd-4aea-a34d-dac06d5cf91a,Andre Dillard,,Andre,Dillard,OL,65.0,77,315.0,1995-10-03,"Woodinville, WA, USA",7,Washington State,Woodinville (WA),2019.0,1.0,,"{'id': '386bdbf9-9eea-4869-bb9a-274b0bc66e80', 'name': 'Eagles', 'market': 'Philadelphia', 'alias': 'PHI', 'sr_id': 'sr:competitor:4428'}",PUP,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262771
6eb93170-2574-11f0-9c31-7be29dd508e2,Sebastian Valdez,,Sebastian,Valdez,DL,55.0,75,301.0,,"Spring Valley, CA, USA",0,Washington,Monte Vista (CA),,,,,ACT,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262775
72a42703-19b7-417c-87ce-344fd792f5ca,Eli Apple,,Eli,Apple,CB,30.0,73,203.0,1995-08-09,"Philadelphia, PA, USA",10,Ohio State,Eastern (PA),2016.0,1.0,,"{'id': '04aa1c9d-66da-489d-b16a-1dee3f2eec4d', 'name': 'Giants', 'market': 'New York', 'alias': 'NYG', 'sr_id': 'sr:competitor:4426'}",ACT,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262784
75a74283-5ab6-49d4-bf2f-e6fcaf91ec36,Fred Warner,,Fred,Warner,LB,54.0,75,230.0,1996-11-19,"San Marcos, CA, USA",8,BYU,Mission Hills (CA),2018.0,3.0,,"{'id': 'f0e724b0-4cbf-495a-be47-013907608da9', 'name': '49ers', 'market': 'San Francisco', 'alias': 'SF', 'sr_id': 'sr:competitor:4389'}",ACT,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262793
80422fa0-20c3-40d8-a3e6-93f55b09b872,Zack Johnson,,Zack,Johnson,OL,69.0,78,301.0,1997-01-19,"Blaine, MN, USA",1,North Dakota State,Spring Lake Park (MN),,,,,ACT,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262799
854d07f2-11cc-4dc1-bdaf-e8cce2c89a75,Bradlee Anae,,Bradlee,Anae,DL,69.0,75,260.0,1998-01-17,"Laie, HI, USA",4,Utah,Kahuku (HI),2020.0,5.0,,"{'id': 'e627eec7-bbae-4fa4-8e73-8e1d6bc5c060', 'name': 'Cowboys', 'market': 'Dallas', 'alias': 'DAL', 'sr_id': 'sr:competitor:4392'}",ACT,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262808
88f0ff15-15d5-42e7-be1c-f6c254d945e6,Jalen Graham,,Jalen,Graham,LB,41.0,75,220.0,2001-01-11,"Detroit, MI, USA",3,Purdue,Cass Tech (MI),2023.0,7.0,,"{'id': 'f0e724b0-4cbf-495a-be47-013907608da9', 'name': '49ers', 'market': 'San Francisco', 'alias': 'SF', 'sr_id': 'sr:competitor:4389'}",ACT,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262813
89485e60-0c90-11ef-847b-59ca29d83f35,Jaylen Mahoney,,Jaylen,Mahoney,SAF,38.0,71,200.0,2000-11-19,"Rock Hill, SC, USA",1,Vanderbilt,South Pointe (SP),,,,,ACT,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262817
897df186-8ae8-4eaa-8a83-90952b47ab55,Isaiah Prince,,Isaiah,Prince,T,76.0,79,305.0,1997-07-29,"Greenbelt, MD, USA",5,Ohio State,Eleanor Roosevelt (MD),2019.0,6.0,,"{'id': '4809ecb0-abd3-451d-9c4a-92a90b83ca06', 'name': 'Dolphins', 'market': 'Miami', 'alias': 'MIA', 'sr_id': 'sr:competitor:4287'}",ACT,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262822
8b45bbcf-b700-4db4-8382-163ddf2db169,Darrell Luter Jr.,,Darrell,Luter,CB,28.0,72,190.0,2000-04-24,"Hattiesburg, MS, USA",3,South Alabama,Oak Grove (MS),2023.0,5.0,,"{'id': 'f0e724b0-4cbf-495a-be47-013907608da9', 'name': '49ers', 'market': 'San Francisco', 'alias': 'SF', 'sr_id': 'sr:competitor:4389'}",ACT,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262831
8ca53dc6-9a7f-41a6-9b69-d199a6784013,Jason Pinnock,,Jason,Pinnock,SAF,25.0,72,200.0,1999-06-30,"Windsor, CT, USA",5,Pittsburgh,Windsor (CT),2021.0,5.0,,"{'id': '5fee86ae-74ab-4bdd-8416-42a9dd9964f3', 'name': 'Jets', 'market': 'New York', 'alias': 'NYJ', 'sr_id': 'sr:competitor:4427'}",ACT,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262837
987c5e68-21d5-4bcb-a5f3-2e09cc512374,Nick Bosa,,Nick,Bosa,DL,97.0,76,266.0,1997-10-23,"Fort Lauderdale, FL, USA",7,Ohio State,St. Thomas Aquinas (FL),2019.0,1.0,,"{'id': 'f0e724b0-4cbf-495a-be47-013907608da9', 'name': '49ers', 'market': 'San Francisco', 'alias': 'SF', 'sr_id': 'sr:competitor:4389'}",ACT,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262846
a362249b-336e-48d3-a6ee-02de7274b4e6,Dee Winters,,Dee,Winters,LB,53.0,71,227.0,2000-10-17,"Brenham, TX, USA",3,TCU,Burton (TX),2023.0,6.0,,"{'id': 'f0e724b0-4cbf-495a-be47-013907608da9', 'name': '49ers', 'market': 'San Francisco', 'alias': 'SF', 'sr_id': 'sr:competitor:4389'}",ACT,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262855
b23e22bb-d478-4312-a085-e7642017ccfb,Jon Weeks,,Jon,Weeks,LS,46.0,70,245.0,1986-02-17,"Atlanta, GA, USA",16,Baylor,Westlake (GA),,,,,ACT,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262868
b53b3aa5-5ef4-4d54-a4f1-8be678e980d2,Mykel Williams,,Mykel,Williams,DL,98.0,79,267.0,2004-06-29,"Warm Springs, GA, USA",0,Georgia,Hardaway (GA),2025.0,1.0,,"{'id': 'f0e724b0-4cbf-495a-be47-013907608da9', 'name': '49ers', 'market': 'San Francisco', 'alias': 'SF', 'sr_id': 'sr:competitor:4389'}",ACT,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262873
b67ab6d1-bed0-4dd0-a21a-d4108fc07711,Junior Bergen,,Junior,Bergen,WR,86.0,69,184.0,,"Billings, MT, USA",0,Montana,Billings (MT),2025.0,7.0,,"{'id': 'f0e724b0-4cbf-495a-be47-013907608da9', 'name': '49ers', 'market': 'San Francisco', 'alias': 'SF', 'sr_id': 'sr:competitor:4389'}",ACT,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262877
b9500cb3-e259-4d5e-a75c-66b2611c0454,Malik Mustapha,,Malik,Mustapha,SAF,6.0,70,206.0,2002-06-25,"Charlotte, NC, USA",2,Wake Forest,Weddington (NC),2024.0,4.0,,"{'id': 'f0e724b0-4cbf-495a-be47-013907608da9', 'name': '49ers', 'market': 'San Francisco', 'alias': 'SF', 'sr_id': 'sr:competitor:4389'}",PUP,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262882
bc8260d5-231f-4337-9979-7c1c40bc6cd0,Luke Gifford,,Luke,Gifford,LB,57.0,75,243.0,1995-08-28,"Lincoln, NE, USA",7,Nebraska,Lincoln Southeast (NE),,,,,ACT,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262886
bd65c350-6044-415a-8749-e70a3b8f86e2,Jordan Watkins,,Jordan,Watkins,WR,17.0,71,196.0,2002-02-15,"Louisville, KY, USA",0,Ole Miss,Butler (KY),2025.0,4.0,,"{'id': 'f0e724b0-4cbf-495a-be47-013907608da9', 'name': '49ers', 'market': 'San Francisco', 'alias': 'SF', 'sr_id': 'sr:competitor:4389'}",ACT,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262890
c16040c3-7534-4eeb-956c-8ed3be9972ec,Jordan James,,Jordan,James,RB,29.0,69,208.0,2004-03-29,"Nashville, TN, USA",0,Oregon,Oakland (TN),2025.0,5.0,,"{'id': 'f0e724b0-4cbf-495a-be47-013907608da9', 'name': '49ers', 'market': 'San Francisco', 'alias': 'SF', 'sr_id': 'sr:competitor:4389'}",ACT,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262895
c2e8a5f9-98db-4f9d-8720-c919db450134,Upton Stout,,Upton,Stout,CB,20.0,69,181.0,2002-01-09,"Houston, TX, USA",0,Western Kentucky,North Shore (TX),2025.0,3.0,,"{'id': 'f0e724b0-4cbf-495a-be47-013907608da9', 'name': '49ers', 'market': 'San Francisco', 'alias': 'SF', 'sr_id': 'sr:competitor:4389'}",ACT,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262899
c498bd15-f54b-4371-ab38-549b1c6d9201,Matt Hennessy,,Matt,Hennessy,OL,61.0,75,315.0,1997-11-17,"Bardonia, NY, USA",5,Temple,Don Bosco Prep (NJ),2020.0,3.0,,"{'id': 'e6aa13a4-0055-48a9-bc41-be28dc106929', 'name': 'Falcons', 'market': 'Atlanta', 'alias': 'ATL', 'sr_id': 'sr:competitor:4393'}",ACT,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262904
c63b4450-d4cf-4edd-8b53-516cf001f17a,Tre Tomlinson,,Tre,Tomlinson,CB,35.0,69,177.0,2000-01-10,"Waco, TX, USA",3,TCU,Midway (TX),2023.0,6.0,,"{'id': '2eff2a03-54d4-46ba-890e-2bc3925548f3', 'name': 'Rams', 'market': 'Los Angeles', 'alias': 'LA', 'sr_id': 'sr:competitor:4387'}",IR,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262913
c7483e80-2574-11f0-b082-a1e374c45b00,Corey Kiner,,Corey,Kiner,RB,49.0,69,209.0,2002-01-21,"Cincinnati, OH, USA",0,Cincinnati,Roger Bacon (OH),,,,,ACT,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262917
cedc5875-2b9f-4fc7-8e86-6895732bafa7,Austen Pleasants,,Austen,Pleasants,OL,62.0,79,330.0,1997-08-22,"Ironton, OH, USA",1,Ohio,Dawson-Bryant Coal Grove (OH),,,,,ACT,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262926
d4855cb0-057f-11ef-bf97-c57510b0ddc1,Terique Owens,,Terique,Owens,WR,83.0,75,200.0,1999-09-25,"Pleasanton, CA, USA",1,Missouri State,Bishop O'Dowd (CA),,,,,ACT,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262940
d6b2b573-e7da-42ad-950a-cb0f21710e0d,Kalia Davis,,Kalia,Davis,DL,93.0,74,310.0,1998-10-02,"Pensacola, FL, USA",4,UCF,West Florida Tech (FL),2022.0,6.0,,"{'id': 'f0e724b0-4cbf-495a-be47-013907608da9', 'name': '49ers', 'market': 'San Francisco', 'alias': 'SF', 'sr_id': 'sr:competitor:4389'}",ACT,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262949
d81084a7-c3bd-4746-883c-12797db9859a,Alfred Collins,,Alfred,Collins,DT,95.0,77,332.0,2001-10-08,"Bastrop, TX, USA",0,Texas,Cedar Creek (TX),2025.0,2.0,,"{'id': 'f0e724b0-4cbf-495a-be47-013907608da9', 'name': '49ers', 'market': 'San Francisco', 'alias': 'SF', 'sr_id': 'sr:competitor:4389'}",ACT,,,f0e724b0-4cbf-495a-be47-013907608da9,49ers,SF,San Francisco,,2025-08-06T22:12:53.262954
